214,215,214,211,209,211,213,214,220,221,222
243,237,221,217,217,220,219,221,231,227,229
244,249,255,242,225,223,224,224,232,226,225
249,251,255,243,242,228,230,229,244,253,225
240,242,231,220,220,222,223,223,255,256,245
216,224,222,214,210,212,214,215,233,236,232
