885,888,892,887,891,891,892,890,893,891,891
895,899,897,890,893,894,895,894,901,900,898
895,900,902,897,895,893,896,895,901,900,897
897,901,903,898,899,895,896,895,904,904,898
896,898,897,890,891,893,893,892,903,900,901
885,893,896,893,897,900,898,895,899,896,892
